dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,24.192493,19.014553,20.299114,6.672030,-4.197157,-0.000000,1.065995
0.020000,24.253986,19.132021,20.431715,6.588087,-4.197157,0.000000,1.110990
0.020000,24.309491,19.250583,20.562637,6.504144,-4.197157,0.000000,1.154786
0.020000,24.359191,19.369878,20.691881,6.420201,-4.197157,-0.000000,1.197160
0.020000,24.403307,19.489562,20.819446,6.336258,-4.197157,0.000000,1.237935
0.020000,24.442094,19.609315,20.945331,6.252315,-4.197157,0.000000,1.276986
0.020000,24.475830,19.728845,21.069538,6.168371,-4.197157,0.000000,1.314230
0.020000,24.504805,19.847891,21.192066,6.084428,-4.197157,0.000000,1.349625
0.020000,24.529320,19.966222,21.312915,6.000485,-4.197157,-0.000000,1.383165
0.020000,24.549676,20.083636,21.432085,5.916542,-4.197157,0.000000,1.414871
0.020000,24.566170,20.199959,21.549577,5.832599,-4.197157,-0.000000,1.444789
0.020000,24.579092,20.315045,21.665389,5.748656,-4.197157,0.000000,1.472978
0.020000,24.588719,20.428768,21.779523,5.664713,-4.197157,0.000000,1.499510
0.020000,24.595317,20.541027,21.891978,5.580769,-4.197157,-0.000000,1.524465
0.020000,24.599139,20.651734,22.002754,5.496826,-4.197157,0.000000,1.547928
0.020000,24.600421,20.760821,22.111851,5.412883,-4.197157,-0.000000,1.569982
0.020000,24.599387,20.868233,22.219269,5.328940,-4.197157,-0.000000,1.590713
0.020000,24.596395,20.970476,22.325009,5.244997,-4.197157,0.000000,1.608124
0.020000,24.591843,21.074436,22.429069,5.161054,-4.197157,-0.000000,1.621187
0.020000,24.585978,21.176648,22.531451,5.077111,-4.197157,0.000000,1.635243
0.020000,24.578747,21.277090,22.632154,4.993167,-4.197157,0.000000,1.650289
0.020000,24.570103,21.375735,22.731177,4.909224,-4.197157,-0.000000,1.666321
0.020000,24.560005,21.472554,22.828522,4.825281,-4.197157,0.000000,1.683332
0.020000,24.548418,21.567515,22.924189,4.741338,-4.197157,0.000000,1.701314
0.020000,24.535314,21.660582,23.018176,4.657395,-4.197157,0.000000,1.720251
0.020000,24.520673,21.751721,23.110484,4.573452,-4.197157,0.000000,1.740124
0.020000,24.504483,21.840891,23.201114,4.489509,-4.197157,0.000000,1.760909
0.020000,24.486738,21.928052,23.290065,4.405565,-4.197157,-0.000000,1.782574
0.020000,24.467444,22.013163,23.377337,4.321622,-4.197157,0.000000,1.805078
0.020000,24.446615,22.096180,23.462930,4.237679,-4.197157,-0.000000,1.828375
0.020000,24.424273,22.177064,23.546844,4.153736,-4.197157,0.000000,1.852408
0.020000,24.400454,22.255772,23.629079,4.069793,-4.197157,0.000000,1.877112
0.020000,24.375200,22.332265,23.709636,3.985850,-4.197157,-0.000000,1.902414
0.020000,24.348566,22.406507,23.788513,3.901907,-4.197157,0.000000,1.928233
0.020000,24.320616,22.478466,23.865712,3.817963,-4.197157,0.000000,1.954479
0.020000,24.291424,22.548114,23.941232,3.734020,-4.197157,-0.000000,1.981058
0.020000,24.261073,22.615426,24.015073,3.650077,-4.197157,0.000000,2.007868
0.020000,24.229654,22.680387,24.087235,3.566134,-4.197157,-0.000000,2.034807
0.020000,24.197268,22.742987,24.157718,3.482191,-4.197157,0.000000,2.061770
0.020000,24.164019,22.803222,24.226522,3.398248,-4.197157,-0.000000,2.088651
0.020000,24.130018,22.861097,24.293648,3.314305,-4.197157,0.000000,2.115349
0.020000,24.095381,22.916624,24.359095,3.230361,-4.197157,-0.000000,2.141764
0.020000,24.060224,22.969823,24.422862,3.146418,-4.197157,0.000000,2.167803
