dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,22.684871,22.797333,22.702319,0.430214,-2.609830,-1.510470,2.609503
0.020000,22.678358,22.801151,22.709869,0.377497,-2.635860,-1.301530,2.613355
0.020000,22.672750,22.804411,22.716355,0.324309,-2.659404,-1.177208,2.616639
0.020000,22.668061,22.807118,22.721769,0.270709,-2.679969,-1.028238,2.619364
0.020000,22.664301,22.809276,22.726105,0.216787,-2.696117,-0.807402,2.621534
0.020000,22.661478,22.810890,22.729357,0.162584,-2.710177,-0.702975,2.623154
0.020000,22.659598,22.811961,22.731520,0.108188,-2.719780,-0.480172,2.624230
0.020000,22.658661,22.812494,22.732598,0.053899,-2.714446,0.266714,2.624764
0.020000,22.658428,22.812627,22.732867,0.013422,-2.023839,34.530328,2.624898
0.020000,22.658428,22.812627,22.732867,0.000000,-0.671112,67.636382,2.624898
